Repo,CommitHash,TimeStamp,TimeZone,Author,AuthorEmail,Domain,MergeToMaster
ThunderWeasel,80fd2008d46412180c312095846efde261f21b78,1536969643,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,ee32f26cf764b71e9b2a2052974f7dc71f372259,1536968832,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,8ac8eb4bd18b3c84a2771e06774dc215b0a1531f,1536966214,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,780421c3916c4d1400dc55f636190fa19f2ded4e,1536966170,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,a4994df4b8efb9503cd189ff77453c7088291db9,1536965513,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,8927b3efa61d3a8c8f245d55b661d892a1f948ee,1536961855,-0700,René Descartes,descartes@proofpoint.com,proofpoint.com,1
ThunderWeasel,dc2fba59f828006807eb4feb55b5bf0374db745f,1536947926,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,b75c5de0eac20cb411b24db61e3a65541b18918b,1536942351,-0700,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,1
ThunderWeasel,e71ad1528a790f97bf38a3d7123e177785ca0fb3,1536941766,-0400,René Descartes,descartes@proofpoint.com,proofpoint.com,0
ThunderWeasel,3e3c970d7f2f12a65da55d3fecf150c8c336ef32,1536936845,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,ac8513662f160f4fad1340417c320dee2677e8a0,1536890093,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,82288053a8cff9a5c0de6c640e6b56e771c2cf2b,1536889937,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,f0143ce8fd332501d3ac935a891b3324752c719b,1536888533,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,d44b1115a4c0aebe986b04778b75026f2589bd75,1536867312,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,8e5eb25008bb584a2a46dbfedbc145c6e2a3d0a6,1536866413,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,f1f8628e5aec9624b6fbca44746478ce7280c5cd,1536863739,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,d9da99a489341bbd6f01fcbb47b72a66153978a7,1536860739,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,8d7788e24d7130f0cc056a50ce5d73a9ccd29a17,1536859892,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,c6a9cdc4dd2a2c990501209d79b22c29a75f50c0,1536845849,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,79e1647539b399bea7fc970eb538918e7bcc7d33,1536845253,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,0933510c08ff37484c25e6636a95e1166eaff82c,1536777489,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,ff782fdfece71400fae49d422ba675e36160639c,1536769226,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,9b520b3d27ff13dcae1530205702c611e1c45543,1536767713,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,6fee3481a91a7ec3a17eb19753dc95baa7d119e9,1536767209,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,03be1c8dbdf5954cdc05f59a0751d2dc10375fd9,1536765696,-0700,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,1
ThunderWeasel,3c87a350c74bdce749381fd9dfa65e5d9790df28,1536765676,-0700,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,1
ThunderWeasel,f6898ae474fd3d136fd459f52c7f43c05554c8c1,1536765586,-0700,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,1
ThunderWeasel,fe1f20c691ac20026131d502688c06435eae913e,1536763068,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,5ec8f752d08f37fe26edeb5fbd5df2a80466a40b,1536710185,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,6afedf3cf1177149fea54d69658a529a53b98d57,1536704801,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,f26e03acc4d2d31df53d2807e9aee9a721d043fc,1536699244,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,bc0033d98ab0e5dc0951206e2143e0f1fc3ed3e6,1536698748,-0700,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,1
ThunderWeasel,c75ec9880abd681eb8235424919017df4a49a869,1536698316,-0700,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,1
ThunderWeasel,7b1277465d85e8ddc9223cc96ec4450262465e60,1536697634,-0600,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,0
ThunderWeasel,3b67d776dffd1f6cccd2715df8ee1800ed49bcd9,1536696019,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,3c243731089c4e9149f3cef41135a70f6a493920,1536695383,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,471131c9a4661a7774238627d1901eb5ab12bc7d,1536688565,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,68ac2bce31a0eb61e3dfa7e122ff6c0185b1bec6,1536688280,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,def319dea727d621a9c0a491edfd6a22f17bd303,1536688005,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,ad166c844333bcf45ccc4ef9b68dda8c4e5dd320,1536683719,-0700,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,1
ThunderWeasel,a1dfd8aba5c54df807fd942fe125f4a7456da527,1536682578,-0600,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,0
ThunderWeasel,fa016384b27880f1fad675640bdb15e4baa54c1a,1536682193,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,10d47b49928a4ba11c80a76de4723b1b51999850,1536681695,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,3c60d62b57ab8dcf089ac23b39501e16f9ab819e,1536681525,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,e8d995b194254120004509205c3b945b449cded8,1536678249,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,ddb92c283d7a3445110c69d4f190e0d29aa0bda3,1536673007,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,5d855fcee16d5b1fba674bf022bafbd3253f4215,1536615374,-0700,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,1
ThunderWeasel,250851f73245225902577021795f59326a36ad5e,1536613548,-0600,Alan Turing,turing@proofpoint.com,proofpoint.com,0
ThunderWeasel,8dceee0c68c3897d0c967892626282ce14c3ac8c,1536605998,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,d1346cf45e98accadd04a3b3bafe66ae01fe2692,1536604179,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,ee465d88677dda6b49e8d8fa125d142f6155565e,1536603759,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,0ca1d59015ec89085b7a526d58f6eb4adc73cba5,1536599938,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,29f6839654a7be407390ff19bfbbea6630d716f4,1536592537,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,b977e66b61993629ed88654914cf5a78519d3ea8,1536586622,-0600,Alan Turing,turing@proofpoint.com,proofpoint.com,0
ThunderWeasel,e30feed90643ec0b22c50a99313baae89a57ed95,1536359750,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,2f5294fc348d0e1efea69985b2178f9f61c713e6,1536352544,-0700,René Descartes,descartes@proofpoint.com,proofpoint.com,1
ThunderWeasel,c1dafc47e1125bd88bb7743964b543a05fa86de3,1536352409,-0400,René Descartes,descartes@proofpoint.com,proofpoint.com,0
ThunderWeasel,151f493260fb1501d1b2fa0e57f8c6937d7dca50,1536352006,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,eab28f90d512ea66b30cfde0b723a0edff2f14f2,1536332484,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,71947aaf91a8928496aa190ecfda4ff20b1681a4,1536332388,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,ac761be57ab7c30c3548fed9a0e1c1a4aac3f538,1536328777,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,88c1441320682d39b140e13e0618747bc3804146,1536328120,-0700,René Descartes,descartes@proofpoint.com,proofpoint.com,1
ThunderWeasel,9ce8e6a949056f3ae94bb58972d26dbffff3618d,1536328098,-0700,René Descartes,descartes@proofpoint.com,proofpoint.com,1
ThunderWeasel,a01966491e9976e29cadb3578b38ea44ca21c478,1536326663,-0400,René Descartes,descartes@proofpoint.com,proofpoint.com,0
ThunderWeasel,945ed64915d7a2761ae5488651b057740e8d5a42,1536326323,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,2dc355845bab4a43d69eccb8fed1889aa815fe77,1536275238,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,036443b0dca085f2d023ac697be9e45232941bc3,1536275033,-0700,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,1
ThunderWeasel,7b4aa7ebf1981e1b4bd0f7182aaea5872820e415,1536274976,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,ba81086ad7f778fa34ea3e8f3e76391a989f297f,1536272016,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,07314cc95fcc6610c21e4c169a85ec5de294450b,1536271069,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,5642f890401aabe243d919b242bdb1675240ecdb,1536267122,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,2450c2484465d2917eb32c6832b75dff3e0d8786,1536266488,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,3843be9930161a38d6d37e4a594fa340a4743d85,1536206714,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,0cb0697fa2cd270234a1cbe2b348d6093c78a234,1536206229,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,70dd0af68e1117ea4ba364ce86091d7a9be39b82,1536205869,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,c627c0a5250125e79aeab510f8acd81f52becc2e,1536204382,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,bc43c96e3649d414963d98f1f02f26a55fc0293a,1536200852,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,ba65cd186e43afcdd26b905c141f531f060526af,1536191099,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,a158fae723f2c241b915703d46a3bea1c23600ec,1536182685,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,a0d209e19f7fdaed983470aea14a8be0344bc3b3,1536174209,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,ebbc73047423fb2499db8c55e4ad59b21dec650d,1536173616,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,7e7e83e90bf262274332b9fc9cf3c0583d19cf8a,1536173508,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,7358f6eecb9565f3abac076f30ca4795e95040e5,1536172497,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,88f769b1b7b73fa680d223514786d92a71475b78,1536172467,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,e7b7d5c4b7b114b50b6cc7e8f12ca7dff444d535,1536170137,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,8e74170bc67b053254ad31e9d3ab230c05a60869,1536169053,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,50f0c31fe03a44d72bc6267ce0833212ee1b3aae,1536157981,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,9fb008daa1d1e72abd55c8d804ca2e7893a33afc,1536157888,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,4a8573eff1bc530de139249c73e25747ccdbc50a,1536157553,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,e0838156c79ca0eb69654642080edc288308ee63,1536102491,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,98d6d2f8bc3928770d221c2a9a57efcfcebae627,1536102471,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,2e5a424de4fdc5cf5c50549380b7a83d6f994904,1536095742,-0700,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,1
ThunderWeasel,02758de0fd8e52253f6d7e79953b52539c51c78d,1536095406,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,24f28c5c8287c68d05cdceda95405104395b324c,1536084727,-0700,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,1
ThunderWeasel,169cc0abaa6d13f99db6958b032350205c791923,1536081422,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,15fb763f119b2502bd5d62e506e4ae7265665eca,1536081362,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,feccdc5bac4918ce9974f895a3efdfd23ed09b5b,1536081218,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,fc7df3bcfaeb9402cd10b1ee33346aa1364e4c51,1536079731,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,c4f1c47f70f2a28d4d4b89bb6c33652f32ec142e,1536078811,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,abc4836aed07458d13a9983dac51d8db7f33ae1a,1536075606,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,d3c669d93f33a5e24d75f90ffe570fdd7ca21df0,1536074007,-0700,René Descartes,descartes@proofpoint.com,proofpoint.com,1
ThunderWeasel,aaaef144fa18bf615c3fcd695ec6c6b2b6b7a591,1535736320,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,7553f07e230f96fc6a6d5f2e62681443b9ae0829,1535734858,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,a3bf491d4d9cb48fe80e36199a5701f07e4f8cd6,1535734823,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,f400ec741cda75428928126119429ff679cf692c,1535733073,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,6f0f585a69488abd23ac574f31b78189a45e844b,1535730965,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,5d3daf851a6f64d98fd231ed83a065d48b6d2f5f,1535726264,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,a4bef5ed8c22382b9d8f0c68db30c8ca7f7ae99d,1535655379,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,9dfd9401f4b86f455c3edc6bc3d9fb93bfb6366c,1535655292,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,ce623722edf635e6f533d05909bfefe44caacb65,1535653454,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,666ed470e3486a5975a9b497b83db0bcfef83a27,1535653418,-0600,Marvin Minsky,minsky@proofpoint.com,proofpoint.com,0
ThunderWeasel,906c5a6eaa790754ded0e692a45610134595cebd,1535650918,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,1fc6f775ef687d846fb3b78ab56959deeacee3d8,1535650773,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,bcdfc897ff2d40e182f10d82c0f65ca3ccc4ddf6,1535649378,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,e90952c3acb95e356d6b0541d85841016b5f2664,1535648717,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,8342a1c266668650258380e031b0e20a20e21e0c,1535648692,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,eebda800155706da2e188756872919ec05e46103,1535648657,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,4e2b34d82e3addaee6fe7760915b1253618642e4,1535648627,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,d53b5a4982b63704812b1755a8ccb88ee229c0b4,1535647496,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,f553f69fd5b1d253c3462285febb98cda9ef1e6d,1535639922,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,60d2c436ea948d3a4a3855a8aab14ce1cfe367a8,1535580882,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,83e2f2b99e18495a747dac02199a48b37ea84e79,1535580746,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,b83e49ae3633d367e14fffe44c5c553423d42fa7,1535578908,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,857539b171d816cbf6d3c6ea74f7b9e7e0c328b7,1535577106,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,df5c10a027e98a687ac06ddcdd02e0d00cfe45ce,1535577073,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,2ba58d9c028884053ebf4d7726c2535002bc8bc9,1535569384,-0700,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,1
ThunderWeasel,147338b401ad3f2b6e298e1ead05c36c6af1089c,1535568511,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,8b48c69363837e506a79969bcc979b1211ed7fd6,1535566347,-0700,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,1
ThunderWeasel,01d47886ecf764ff05b84e1f6b931c70a744be6e,1535565676,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,94efcbb48dc65ca68bd5a93e3f8a5df37b70dab7,1535565453,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,91d9c330e90020fa5a1e999ce47e29af8d691bfa,1535564449,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,c045ec93e657a427d1f1116110228b5e37efac93,1535564173,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,602351b5361584a1f31f827baada9e1462814360,1535562452,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,b57c44b543d1c8b639f5ae702a1c268d8956a692,1535562418,-0700,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,1
ThunderWeasel,f332786f47a22acbc2d1e9f3db70214fb8464694,1535562399,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,726ec6009934b4c1d662630d8ec1b8fb63b90642,1535561743,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,19e0141b3e97a5e42e063de264c6bc389a7de95c,1535561434,-0600,Edsger Dijkstra,dijkstra@proofpoint.com,proofpoint.com,0
ThunderWeasel,1725df7004027c4e819a259283699cc974a9a0df,1535557264,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,d137cdf577b50bf797756a36536efbe8e2bd8723,1535555213,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,27bd19cda9f26e68dcd64f3aaa1202d4b4becfb9,1535554841,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,d50da3dc544633b425846036effea4b7a09fa1a6,1535554660,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,0f952362b54b5efbd82bfb2456e37e75070bdf5a,1535554421,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,0b43101ffee7c92ea23a41f42d74b87acf29f353,1535551194,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,cc77816c7b596974b1a9aa622cedf64706abbb52,1535550425,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,ab5505f2b38bba23f669ba816705aa71faed2a6d,1535550139,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,d850ae58b24e134ca3c376c489cabf43e9f8f5e9,1535495351,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,8a5a37cdb656579e03b2076d989e74926b9e86c9,1535494964,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,2b1482566a578a3a254db6905a5e5755466fa63f,1535493537,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,de076b7119ad8d1275d368889d6e888a14312cda,1535493511,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,3b5350c5971c6d8f19c0e55830d0ecbc9705296f,1535493313,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,5aa1e067198279e506f585091c05d627404a0464,1535488308,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,49abef55023b1a35cfd8caa759b897d9f443d9e5,1535487495,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,a0b210e76f58936a5c01ebe5a08bb784f7381fe3,1535486333,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,e9be3956f1ba344aed7c996578ecf6a38eadb1c5,1535485946,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,e9ecdbcb96cdaa0f797f8af396f31ced16bb759c,1535477042,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,ddfa6471c3858726bd493599ec1db3f931bdd544,1535476028,-0700,John Nash,nash@proofpoint.com,proofpoint.com,1
ThunderWeasel,726269e46163c11e3adf97db9eacf826a109d4ac,1535421872,-0600,Dennis Ritchie,ritchie@proofpoint.com,proofpoint.com,0
ThunderWeasel,2f0a340e0f52686b7eb75dd6697c2ac096129e54,1535412313,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,92e67201f0f4ba66a187f1b19ddfa9f90b6c7eb3,1535405675,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,0342a1da4dfc28188a8622d63da3daddccde7a68,1535405656,-0600,Leonhard Euler,euler@proofpoint.com,proofpoint.com,0
ThunderWeasel,703309471ecf03ef2635780bffc6bd72f1695119,1535405620,-0700,Leonhard Euler,euler@proofpoint.com,proofpoint.com,1
ThunderWeasel,3254e34ad42fcd0596b37a34fa0faad75696566f,1535397713,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,d31c7036cd6c4cc3de7391c34be4a0912a180fdf,1535397071,-0400,John Nash,nash@proofpoint.com,proofpoint.com,0
ThunderWeasel,ceb54862605066bb0b8d9dace5fb89d9662c1e12,1535396725,-0700,Ada Lovelace,lovelace@proofpoint.com,proofpoint.com,1
